#id: 2334528786
#name: H.sapiens - Plasma, iBAQ (Pernemalmetal,elife.2019)
#score: 4.2
#description: abundance based on iBAQ, Interaction consistency score: 4.2, Coverage: 11
#organ: PLASMA
#integrated: false
#coverage: 11
#link: http://www.ncbi.nlm.nih.gov/pubmed/30958262
#publication_year: 2019
#filename: 9606-PXD010899_human_plasma.txt
#
#string_external_id	abundance
9606.ENSP00000324422	44.7
9606.ENSP00000356386	44.7
9606.ENSP00000250101	44.4
9606.ENSP00000302896	44.3
9606.ENSP00000362413	44.3
9606.ENSP00000482075	44.3
9606.ENSP00000279227	44.3
9606.ENSP00000303908	44.0
9606.ENSP00000225174	44.0
9606.ENSP00000198536	43.9
9606.ENSP00000360034	43.6
9606.ENSP00000226578	43.5
9606.ENSP00000311300	43.5
9606.ENSP00000251268	43.5
9606.ENSP00000217652	43.5
9606.ENSP00000482760	43.3
9606.ENSP00000264710	43.3
9606.ENSP00000169298	43.2
9606.ENSP00000054668	43.0
9606.ENSP00000225964	42.9
9606.ENSP00000265087	42.7
9606.ENSP00000357922	42.6
9606.ENSP00000356104	42.6
9606.ENSP00000362127	42.0
9606.ENSP00000451261	42.0
9606.ENSP00000410452	42.0
9606.ENSP00000265462	41.9
9606.ENSP00000448517	41.9
9606.ENSP00000284984	41.7
9606.ENSP00000347495	41.7
9606.ENSP00000308782	41.6
9606.ENSP00000361959	41.5
9606.ENSP00000393887	41.5
9606.ENSP00000284818	41.5
9606.ENSP00000219070	41.2
9606.ENSP00000245121	41.2
9606.ENSP00000358857	41.2
9606.ENSP00000418593	41.0
9606.ENSP00000294360	41.0
9606.ENSP00000377192	41.0
9606.ENSP00000430690	41.0
9606.ENSP00000351190	40.8
9606.ENSP00000262094	40.8
9606.ENSP00000457421	40.7
