#id: 4249701353
#name: H.sapiens - Cell line, Lncap (Geiger,mcp,2012)
#score: 16.1
#description: abundance based on MAPPED_BY_AUTHORS, LnCap, Interaction consistency score: 16.1, Coverage: 36
#organ: CELL_LINE
#integrated: false
#coverage: 36
#link: http://www.mcponline.org/cgi/doi/10.1074/mcp.M111.014050
#publication_year: 2012
#filename: 9606-iBAQ_LnCap_Geiger_2012_uniprot.txt
#
#string_external_id	abundance
9606.ENSP00000356218	200
9606.ENSP00000261303	200
9606.ENSP00000305193	199
9606.ENSP00000385269	199
9606.ENSP00000296684	199
9606.ENSP00000376276	199
9606.ENSP00000264896	199
9606.ENSP00000345774	199
9606.ENSP00000295685	199
9606.ENSP00000417175	199
9606.ENSP00000369038	199
9606.ENSP00000356275	199
9606.ENSP00000298316	199
9606.ENSP00000305653	199
9606.ENSP00000391211	199
9606.ENSP00000392270	199
9606.ENSP00000388337	199
9606.ENSP00000265866	199
9606.ENSP00000243563	199
9606.ENSP00000319664	199
9606.ENSP00000332706	199
9606.ENSP00000366819	199
9606.ENSP00000360365	199
9606.ENSP00000246194	199
9606.ENSP00000307705	199
9606.ENSP00000368688	199
9606.ENSP00000311224	199
9606.ENSP00000467466	199
9606.ENSP00000330945	199
9606.ENSP00000356953	199
9606.ENSP00000378812	199
9606.ENSP00000435289	199
9606.ENSP00000480378	199
9606.ENSP00000223129	199
9606.ENSP00000320309	199
9606.ENSP00000310572	199
9606.ENSP00000418695	199
9606.ENSP00000380157	199
9606.ENSP00000428426	198
9606.ENSP00000362060	198
9606.ENSP00000248437	198
9606.ENSP00000330737	198
9606.ENSP00000354522	198
9606.ENSP00000370968	198
9606.ENSP00000448785	198
9606.ENSP00000274606	198
9606.ENSP00000364649	198
9606.ENSP00000431800	198
9606.ENSP00000319501	198
9606.ENSP00000383118	198
9606.ENSP00000263238	198
9606.ENSP00000252711	198
9606.ENSP00000229390	198
9606.ENSP00000400101	198
9606.ENSP00000261783	198
9606.ENSP00000485663	198
9606.ENSP00000477781	198
9606.ENSP00000261636	198
9606.ENSP00000434516	198
9606.ENSP00000356416	198
9606.ENSP00000360021	198
9606.ENSP00000345656	198
9606.ENSP00000261769	198
9606.ENSP00000372005	198
9606.ENSP00000378191	198
9606.ENSP00000262812	198
9606.ENSP00000370517	198
9606.ENSP00000349860	198
9606.ENSP00000354040	198
9606.ENSP00000330389	198
9606.ENSP00000377681	198
9606.ENSP00000262570	198
9606.ENSP00000256366	198
9606.ENSP00000362271	198
9606.ENSP00000481029	198
9606.ENSP00000233078	197
9606.ENSP00000312618	197
9606.ENSP00000359128	197
9606.ENSP00000263556	197
9606.ENSP00000280154	197
9606.ENSP00000416515	197
9606.ENSP00000346634	197
9606.ENSP00000483254	197
9606.ENSP00000216479	197
9606.ENSP00000383003	197
9606.ENSP00000372112	197
9606.ENSP00000276590	197
9606.ENSP00000332198	197
9606.ENSP00000380402	197
9606.ENSP00000260102	197
9606.ENSP00000382379	197
9606.ENSP00000309415	197
9606.ENSP00000354468	197
9606.ENSP00000382004	197
9606.ENSP00000315774	197
9606.ENSP00000326219	197
9606.ENSP00000423190	197
9606.ENSP00000249269	197
9606.ENSP00000369176	197
9606.ENSP00000281456	197
9606.ENSP00000223029	197
9606.ENSP00000356864	197
9606.ENSP00000261427	197
9606.ENSP00000303147	197
9606.ENSP00000308897	197
